4.704447740929777466e-01,8.316785255560765755e-01
2.757398234983531871e-01,7.480886460478296529e-01
2.005129107686119405e-01,6.135293278150421026e-01
2.868026047821386482e-01,4.524659014454932571e-01
4.837201116335202999e-01,4.014964627209525183e-01
7.248887436200437406e-01,4.361556810536402207e-01
8.709174565660122713e-01,6.522661012456930640e-01
8.111784376335706703e-01,7.909029745764439845e-01
6.231111558092174985e-01,8.663377438887642779e-01
6.253237120659744797e-01,4.157679055638239252e-01
8.421542252281699614e-01,5.136292279149422546e-01
3.885801925929651124e-01,8.112907500662602800e-01
2.071505795388832172e-01,5.340170034047585501e-01
3.996429738767506845e-01,3.913025749760443706e-01
7.293138561335581471e-01,8.398336357520030937e-01
5.611595806200186942e-01,4.014964627209525183e-01
1.805999044577979995e-01,1.527656017451935744e-01
5.633721368767758975e-01,3.655528145324066225e-02
1.053729917280567530e-01,9.132296275153417575e-01
7.735649812686999915e-01,9.601215111419192372e-01
6.120483745254319263e-01,3.247772635527740315e-02
6.828501747416590995e-01,2.840017125731414405e-02
