4.129183114172932378e-01,8.520663010458928710e-01
2.934402735524100359e-01,8.072131949682970209e-01
1.850250169713121839e-01,6.828477644804175073e-01
1.252859980388706385e-01,5.625598890905013638e-01
1.606868981469841695e-01,3.749923545841913342e-01
1.297111105523848229e-01,4.545046789944748866e-01
2.182133608226686783e-01,2.812085873310362638e-01
2.912277172956529436e-01,2.139289282146425164e-01
3.841550800794509279e-01,1.751921547839914994e-01
4.903577804037915766e-01,1.548043792941752039e-01
5.677972493902900819e-01,1.507268241962119448e-01
7.049757373092300217e-01,1.568431568431568335e-01
7.956905438362709138e-01,2.037350404697343687e-01
8.399416689714129802e-01,2.771310322330730047e-01
8.841927941065548247e-01,3.668372443882648160e-01
9.107434691876399313e-01,4.912026748761442185e-01
9.195936942146683002e-01,5.625598890905013638e-01
9.195936942146683002e-01,6.379946584028216572e-01
9.018932441606115624e-01,7.256620930090317279e-01
8.797676815930406402e-01,7.888641970274623549e-01
8.333040002011415925e-01,8.276009704581133164e-01
7.448017499308576816e-01,8.704152989867275370e-01
6.120483745254319263e-01,8.846867418295989438e-01
5.102707867146054621e-01,8.826479642806173143e-01
