1.584743418902270773e-01,8.928418520255254620e-01
1.496241168631987084e-01,8.683765214377459074e-01
2.027254670253690327e-01,8.744928540846907961e-01
8.222412189173560204e-01,8.765316316336724256e-01
8.045407688632992826e-01,8.581826336928377597e-01
8.487918939984413491e-01,8.459499683989479824e-01
1.297111105523848229e-01,1.751921547839914994e-01
1.164357730118422141e-01,1.364553813533405380e-01
1.628994544037412617e-01,1.507268241962119448e-01
8.554295627687125148e-01,1.568431568431568335e-01
8.222412189173560204e-01,1.283002711574140198e-01
8.908304628768262123e-01,1.364553813533405380e-01
9.085309129308829501e-01,3.321780260555771136e-01
8.598546752822266992e-01,3.892637974270627410e-01
8.753425690795264558e-01,3.647984668392831864e-01
