7.116134060795011873e-01,2.750922546840913752e-01
6.607246121740879552e-01,2.383942588024220710e-01
6.607246121740879552e-01,1.649982670390833517e-01
7.293138561335581471e-01,1.201451609614875016e-01
8.310914439443846113e-01,1.425717140002854266e-01
8.532170065119555336e-01,1.955799302738078504e-01
8.664923440524980869e-01,2.567432567432567092e-01
7.956905438362709138e-01,2.914024750759444116e-01
1.783873482010409073e-01,5.401333360517034388e-01
5.669675407940061307e-02,4.667373442883646639e-01
4.120886028210091201e-02,3.219841383106689658e-01
1.009478792145425685e-01,2.057738180187159982e-01
2.447640359037538960e-01,1.711145996860282403e-01
3.443290674578232680e-01,2.628595893902015979e-01
3.907927488497222046e-01,3.892637974270627410e-01
3.885801925929651124e-01,5.156680054639238842e-01
2.890151610388958514e-01,5.401333360517034388e-01
6.828501747416590995e-01,9.458500682990478303e-01
5.478842430794761409e-01,9.417725132010845712e-01
4.638071053227064700e-01,8.826479642806173143e-01
4.571694365524351933e-01,8.214846378111684277e-01
4.372564302416212523e-01,7.032355399702338028e-01
4.505317677821639166e-01,6.176068829130053617e-01
6.253237120659744797e-01,5.340170034047585501e-01
7.934779875795139326e-01,5.605211115415197343e-01
8.819802378497978435e-01,6.461497685987481754e-01
9.395067005254822412e-01,8.112907500662602800e-01
8.864053503633120279e-01,9.295398479071947939e-01
7.890528750659997481e-01,9.478888458480294599e-01
5.191210117416338310e-01,5.686762217374462525e-01
